,gbc,et,catboost,dt,ada
negative38,0.14902832756176518,0.02,0.16952011422975405,0.2048530097993467,0.47828278385600764
negative39,0.6027882763128243,0.56,0.6245187105174402,0.8044444444444444,0.5068358248794568
negative40,0.19117573446149552,0.25,0.2387707816091348,0.2048530097993467,0.48172808816786833
negative41,0.09981121106325666,0.02,0.09176158978594062,0.2048530097993467,0.4764486974371196
negative42,0.13484802134998353,0.04,0.11164825202850599,0.2048530097993467,0.4779183483011251
negative43,0.506781734962651,0.0,0.4779579741338836,0.5411471321695761,0.5026702075704677
negative44,0.7413473706868856,0.83,0.8428940470585354,0.5411471321695761,0.510306828897827
negative45,0.147671055662355,0.0,0.10257753575154097,0.2048530097993467,0.486479536969275
negative46,0.3880866620687257,0.08,0.2040923603514445,0.7759562841530054,0.5058519758791967
negative47,0.14113122461262168,0.01,0.10483336233639698,0.2048530097993467,0.47861047003695595
negative48,0.11924232595744688,0.26,0.09417469848125107,0.2048530097993467,0.4696838383694788
negative49,0.2286980904623756,0.07,0.19359576578290788,0.2048530097993467,0.48174856923192677
negative50,0.1399844789381832,0.01,0.09811256166886856,0.2048530097993467,0.4755932795685731
negative51,0.2258843926732627,0.01,0.14865746281597553,0.2048530097993467,0.4795166571579717
negative52,0.09502135722323792,0.0,0.07570584862000788,0.2048530097993467,0.4762543824209195
negative53,0.41776329391224676,0.04,0.4065254071534482,0.5411471321695761,0.5055011281886627
negative54,0.13178978321364096,0.0,0.1078615444845857,0.2048530097993467,0.4770604592904336
negative55,0.2335190586072466,0.2,0.21930390201987868,0.2048530097993467,0.4818668558733927
negative56,0.3745215975533719,0.42,0.46145840130057036,0.5411471321695761,0.5020413029807207
negative57,0.8928526559775637,0.82,0.8836356527214293,0.7544642857142857,0.5164517199302563
negative58,0.18961379870848868,0.02,0.14009483457525757,0.2048530097993467,0.47927316615045873
negative59,0.4353767567831234,0.0,0.44117292852136597,0.2048530097993467,0.507859603451406
negative60,0.3003564170563553,0.29,0.3710595821328178,0.5411471321695761,0.5044199894816549
negative61,0.11370087021261344,0.13,0.09941839367245746,0.2048530097993467,0.47583007837552255
negative62,0.18564249040223618,0.11,0.21445220447621388,0.2048530097993467,0.4757627861326013
negative63,0.09746887631039117,0.01,0.09413052750976764,0.2048530097993467,0.4759122199031643
negative64,0.10168960936095861,0.0,0.07633847302827039,0.2048530097993467,0.4730535704590043
negative65,0.8207095435539111,0.89,0.7450083989521539,0.4533333333333333,0.5127049978168158
negative66,0.10712583160804068,0.08,0.1290398278413824,0.2048530097993467,0.47452860018403076
negative67,0.236809204722149,0.34,0.23817649802528318,0.2048530097993467,0.48351040738381645
negative68,0.10291678648211992,0.02,0.07673177401450877,0.5411471321695761,0.4532405462679572
negative69,0.20879692551867512,0.03,0.2287611267610597,0.2048530097993467,0.48353756802622805
negative70,0.5143783646113017,0.0,0.4113696978181679,0.5411471321695761,0.5062341832865211
negative71,0.19633365556476842,0.15,0.14105059212502702,0.2048530097993467,0.47883877629103594
negative72,0.11924025774665979,0.1,0.12895415591515724,0.2048530097993467,0.47854696170712124
negative73,0.12971564840735744,0.0,0.047737150497565356,0.2048530097993467,0.44263853760788285
negative74,0.1386412361332108,0.14,0.1687803237830062,0.2048530097993467,0.4816953083109363
negative75,0.21430029885878155,0.22,0.17046940300636038,0.2048530097993467,0.4778043112431384
negative76,0.2643260929184424,0.27,0.22134814866520688,0.2048530097993467,0.4777115292600874
negative77,0.14353523365764895,0.0,0.16199239800882767,0.2048530097993467,0.4815746296217871
negative78,0.24513201553348785,0.0,0.2430251179480162,0.5411471321695761,0.5009908579706415
negative79,0.35761882727533684,0.19,0.18931315830733333,0.2048530097993467,0.47831778750792897
negative80,0.14000033202850226,0.04,0.13067184885239785,0.2048530097993467,0.4732633605869017
negative81,0.22652819020848913,0.12,0.24063608067166437,0.2048530097993467,0.4838478969418875
negative82,0.11273345616024685,0.0,0.08883259696809442,0.2048530097993467,0.47592781884125684
negative83,0.32141566350958906,0.03,0.22843349474275806,0.8044444444444444,0.51691914158481
negative84,0.2975277409063107,0.03,0.2118933308262735,0.2048530097993467,0.48487975484408297
negative85,0.20519269139707208,0.01,0.1677204947480737,0.2048530097993467,0.48252851690742726
negative86,0.6654616755903561,0.65,0.674810742554178,0.5411471321695761,0.5124967631484578
negative87,0.09163671933550266,0.07,0.10236566679659895,0.2048530097993467,0.47699032618177445
negative88,0.1141992326230485,0.02,0.1325412515717848,0.2048530097993467,0.4765498912012675
negative89,0.3831611831143763,0.0,0.354316108807179,0.5411471321695761,0.5154043011245865
negative90,0.12393178217761967,0.0,0.16482623819204345,0.2048530097993467,0.4807179400684838
negative91,0.21000701220882967,0.235,0.22968226068194394,0.2048530097993467,0.48009737569355043
negative92,0.5736265658975797,0.73,0.47724288033494006,0.5411471321695761,0.50375416864675
negative93,0.12320433978566492,0.08,0.0887264275895238,0.2048530097993467,0.4751563793273948
negative94,0.7401034838905964,1.0,0.6986377032868781,0.4533333333333333,0.5058958737693187
negative95,0.17240197571837523,0.03,0.170095169631077,0.2048530097993467,0.4816209896445156
negative96,0.22954239659655204,0.02,0.3541950731499815,0.5411471321695761,0.5000166800227237
negative97,0.14097882364497274,0.0,0.12665428152454988,0.2048530097993467,0.47757935188913586
negative98,0.2414743119684548,0.24,0.1475193676798412,0.2048530097993467,0.4771612140572244
negative99,0.11785432584963777,0.01,0.07941616371512089,0.2048530097993467,0.48645739340924726
negative100,0.1324010790562431,0.1,0.15132968408543226,0.2048530097993467,0.4778805013986072
negative101,0.1600193683357511,0.25,0.1877303055240443,0.2048530097993467,0.47989254229953976
negative102,0.26349202731532295,0.02,0.23484994929552988,0.2048530097993467,0.48902996143282745
negative103,0.23178746388235555,0.03,0.1692852527782835,0.2048530097993467,0.4795506957793178
negative104,0.5104961336413674,0.65,0.610779948407693,0.5411471321695761,0.5026877315162671
negative105,0.08969284449005997,0.04,0.0581929090948591,0.2048530097993467,0.47206625837248617
negative106,0.24684722377993248,0.34,0.3363790231392816,0.2048530097993467,0.48132022157519544
negative107,0.11572578762937005,0.16,0.14285216016828575,0.2048530097993467,0.4762098939567927
negative108,0.07609375153263974,0.0,0.06669152279926047,0.2048530097993467,0.4668519150693394
negative109,0.7800441864408474,1.0,0.7952199120727249,0.8044444444444444,0.5081485075336795
negative110,0.14745647927735647,0.0,0.11864348224753975,0.2048530097993467,0.47832325700624323
negative111,0.2787342555408059,0.255,0.3121756914577772,0.2048530097993467,0.4883780064415856
negative112,0.4754056188615253,0.0,0.5357174945626164,0.8044444444444444,0.5091950101691978
negative113,0.17328180904826287,0.01,0.15583905893373812,0.2048530097993467,0.4796289374571104
negative114,0.13229583396305328,0.23,0.0754001853480388,0.2048530097993467,0.4770512427193253
negative115,0.23056146143077863,0.07,0.3155607494485937,0.5411471321695761,0.4967747891292706
negative116,0.16083585958810148,0.02,0.2253791008997399,0.2048530097993467,0.47810471549137196
negative117,0.2047054846387449,0.36,0.34108895207052037,0.5411471321695761,0.49940295323040346
negative118,0.10528106272812561,0.03,0.13034720362732166,0.2048530097993467,0.48086349395752265
negative119,0.4667557665325405,0.19,0.3949660504715687,0.5411471321695761,0.5059821308987624
negative120,0.6916475563800849,0.72,0.827728851323431,0.5411471321695761,0.5065130278490333
negative121,0.0965471942366387,0.0,0.09395689204181398,0.2048530097993467,0.47206625837248617
negative122,0.3966889205593689,0.26,0.3703481940842708,0.2048530097993467,0.4851275843373777
negative123,0.15320430924287387,0.0,0.21363089686449876,0.5411471321695761,0.49865643253539726
negative124,0.14968404449671424,0.0,0.15502272937564052,0.2048530097993467,0.4765498912012675
negative125,0.19366279127192484,0.11,0.19973425083371538,0.2048530097993467,0.47830259490042554
negative126,0.29483410996060694,0.18,0.36185747517840283,0.5411471321695761,0.495205518327198
negative127,0.881886216179563,0.65,0.8821050056024823,0.7544642857142857,0.5167315290580279
negative128,0.17446002615852704,0.05,0.21430585282259745,0.2048530097993467,0.4816821508842623
negative129,0.6977682419444133,0.34,0.6082832409702529,0.5411471321695761,0.5195775662087389
negative130,0.6852857697622832,1.0,0.6445664489494553,0.7759562841530054,0.5053489144718726
negative131,0.12604061757006943,0.06,0.07920241674314957,0.2048530097993467,0.4770397173532187
negative132,0.11430580172674921,0.14,0.14005764715057636,0.2048530097993467,0.477548922354548
negative133,0.6647716460098619,0.64,0.7052474440849027,0.8044444444444444,0.5122675482086029
negative134,0.8461119945708162,0.64,0.73670773172892,0.7544642857142857,0.5081552984585533
negative135,0.7247758929222422,0.48,0.4587577278353691,0.5411471321695761,0.5053830730992201
negative136,0.8532479707903152,1.0,0.8242995057123922,0.7544642857142857,0.5139716641293283
negative137,0.15515191274769854,0.18,0.20741593499288244,0.5411471321695761,0.4939304685233757
negative138,0.1724939825095286,0.06,0.1400068147280851,0.2048530097993467,0.47648561048341753
negative139,0.3530078699146593,0.12,0.3325471295197506,0.5411471321695761,0.5052343306217996
negative140,0.333721757373887,0.04,0.4034076637046583,0.8044444444444444,0.5137750173123741
negative141,0.7627708284223357,0.7,0.616101177741498,0.7759562841530054,0.5112730467668564
negative142,0.2692157911338083,0.17,0.2126793003994817,0.2048530097993467,0.48174856923192677
negative143,0.13411034781682274,0.0,0.1399398635918,0.2048530097993467,0.4822854471807712
negative144,0.8498339888769246,0.73,0.8872892531192648,0.7544642857142857,0.5106539828534423
negative145,0.15798644289715938,0.0,0.16044071309956148,0.2048530097993467,0.4899733661046158
negative146,0.1232593173411959,0.02,0.14107925062840637,0.2048530097993467,0.47766337120026653
negative147,0.1103923908846822,0.11,0.08220037898427027,0.2048530097993467,0.4742333729719819
negative148,0.661899738383652,0.63,0.5717044996458617,0.5411471321695761,0.5059460796824299
negative149,0.10708632455583847,0.12,0.11800559766108833,0.2048530097993467,0.4758172491391622
negative150,0.9063499496245979,0.71,0.827803542305163,0.7544642857142857,0.5241934741641868
negative151,0.13089076122053653,0.18,0.16745192885527052,0.2048530097993467,0.47821721869770883
negative152,0.0861158375453971,0.0,0.07473439912037984,0.2048530097993467,0.4755724410139235
negative153,0.11472884472851198,0.0,0.09631044765919244,0.2048530097993467,0.4758481237596488
negative154,0.17857372848899794,0.22,0.1432123642665347,0.2048530097993467,0.48161239063230366
negative155,0.7679949631373271,0.62,0.7396216519582252,0.5411471321695761,0.5205842247698291
negative156,0.19308645401524713,0.0,0.18199850218102295,0.2048530097993467,0.482280517775688
negative157,0.2135614969854224,0.03,0.2062718643453337,0.2048530097993467,0.48121887032522837
negative158,0.13961496516662367,0.22,0.16455086521801043,0.2048530097993467,0.4812111555932807
negative159,0.10701243611165172,0.01,0.14919632597942115,0.2048530097993467,0.47934162012416975
negative160,0.21700411242006026,0.0,0.2071142869465772,0.5411471321695761,0.5031983201179733
negative161,0.47608931852673647,0.57,0.46088460755354,0.7759562841530054,0.4981687001743444
negative162,0.15008020053192542,0.0,0.0952464337491471,0.2048530097993467,0.4757403089642604
negative163,0.12033100114948692,0.145,0.13925943605669044,0.2048530097993467,0.47682490696945296
negative164,0.2860974724511993,0.45,0.4856543830313689,0.2048530097993467,0.4881185554031243
negative165,0.1189299777651569,0.0,0.09903482249903214,0.2048530097993467,0.4755814765148819
negative166,0.8164564907599978,0.81,0.805353686798275,0.8044444444444444,0.506912598638766
negative167,0.35904792063861624,0.0,0.18191929123512118,0.7544642857142857,0.5078557885990319
negative168,0.11455521913456261,0.0,0.09406106857764111,0.5411471321695761,0.45904553722493974
negative169,0.08896443085881617,0.08,0.05751220174991814,0.2048530097993467,0.4758904196814789
negative170,0.2093984613647944,0.09,0.1726689257886408,0.2048530097993467,0.48010209933360076
negative171,0.396795070779194,0.35,0.33655082693043503,0.2048530097993467,0.4826629105586508
negative172,0.20587101835280697,0.2,0.18102437092455628,0.2048530097993467,0.48076125373771494
negative173,0.1033463074392922,0.02,0.06952288767409118,0.2048530097993467,0.47503137803450457
negative174,0.14613408017714502,0.29,0.2284529500321692,0.5411471321695761,0.498815572775417
negative175,0.231035585915305,0.0,0.14268828210604123,0.2048530097993467,0.48547336086169146
negative176,0.5789618809551976,0.68,0.6714002290578333,0.7544642857142857,0.5092584849683215
negative177,0.12465389461839045,0.06,0.12877182137029444,0.2048530097993467,0.47657449458301515
negative178,0.07564080132740215,0.01,0.03253446451854709,0.2048530097993467,0.43276546086902834
negative179,0.5425829467035442,1.0,0.6391384716059353,0.5411471321695761,0.5070520860000827
negative180,0.3723687684704642,0.4,0.44975506324974523,0.5411471321695761,0.49757435102273695
negative181,0.1248726280452234,0.15,0.17503043794685258,0.2048530097993467,0.4764626421644715
negative182,0.496776655390165,0.04,0.44609572403881403,0.5411471321695761,0.5109205361742221
negative183,0.13324115938080117,0.01,0.13043809253272623,0.2048530097993467,0.47698245881916956
negative184,0.8067984610698699,0.75,0.7431567468487621,0.7759562841530054,0.5065595698830417
negative185,0.10083149946107683,0.0,0.049803716068159226,0.2048530097993467,0.47041381393074927
negative186,0.11359930019388173,0.02,0.05999242515661411,0.2048530097993467,0.47221412941790186
negative187,0.2068001232960125,0.21,0.19170280056139036,0.2048530097993467,0.4789177685686119
negative188,0.3200542067294964,0.52,0.4007699642043456,0.2048530097993467,0.48175057745726546
negative189,0.8642134809427411,0.85,0.9163044378888016,0.7544642857142857,0.5127167122116252
negative190,0.2797797858083782,0.04,0.367976707370699,0.2048530097993467,0.49819424422065395
negative191,0.17850319729233063,0.02,0.17958777843240195,0.2048530097993467,0.47823683731993866
negative192,0.13606683186232987,0.03,0.13791694804526064,0.2048530097993467,0.4765177191643412
negative193,0.8776164954287015,0.99,0.8988781992054711,0.7544642857142857,0.5121168791855459
negative194,0.4311180283833847,0.04,0.2832105037114634,0.7759562841530054,0.5056095260236436
negative195,0.6246841813362604,0.5,0.5588551860210081,0.8044444444444444,0.5045897478930593
negative196,0.5241557121645212,0.05,0.5011457297612143,0.5411471321695761,0.5044695993759077
negative197,0.8442349830768492,0.77,0.8035866859192232,0.8044444444444444,0.5123282958078954
negative198,0.15759388289324536,0.03,0.13847918519265548,0.2048530097993467,0.47524122752324083
negative199,0.10223904743808145,0.06,0.06691716849229586,0.2048530097993467,0.4740319912474841
negative200,0.4494270142493868,0.06,0.49179714575932093,0.5411471321695761,0.5101388128865312
negative201,0.14479096050648346,0.0,0.14978668136536671,0.2048530097993467,0.479988591012263
negative202,0.8354538767402165,0.77,0.7983122576237635,0.7544642857142857,0.5191628447515277
negative203,0.10907219219543729,0.03,0.07486189470356387,0.2048530097993467,0.47745331576020134
negative204,0.23629290560344826,0.21,0.18959187649174514,0.38636363636363635,0.48125421632170406
negative205,0.30214883552036104,0.07,0.343061211615735,0.5411471321695761,0.5044236543809216
negative206,0.17285765338866388,0.0,0.15055392029012618,0.2048530097993467,0.48242728490989667
negative207,0.5569768361628301,0.01,0.40299032113596883,0.5411471321695761,0.5032753087049914
negative208,0.13514665042430707,0.09,0.15536970350476012,0.2048530097993467,0.4774221338108235
negative209,0.22967356129872105,0.21,0.20592006087749945,0.2048530097993467,0.48046021779321585
negative210,0.5532129544660084,0.6,0.6511825008245339,0.7759562841530054,0.5074838370129637
negative211,0.20120375805177973,0.23,0.17928332827882817,0.2048530097993467,0.4756543777357369
negative212,0.1197521043502868,0.05,0.11721669956629896,0.2048530097993467,0.47448232600351964
negative213,0.7844316101968227,0.58,0.8262757371597815,0.8044444444444444,0.519930808072012
negative214,0.18935579828927712,0.03,0.11810615246035282,0.2048530097993467,0.4823942855519558
negative215,0.158006513278022,0.02,0.1564554577960756,0.2048530097993467,0.4793107134023952
negative216,0.7844162430019854,0.64,0.7928380901400172,0.7544642857142857,0.5089580670794104
negative217,0.2052207445234299,0.03,0.2685694324067267,0.2048530097993467,0.48782447643277427
negative218,0.24786367206963852,0.39,0.315656135048547,0.5411471321695761,0.4938627228169194
negative219,0.5580628333460493,0.0,0.42070064624743375,0.5411471321695761,0.5005074719995811
negative220,0.5579160110437632,0.0,0.49266077773075384,0.5411471321695761,0.5107709928716987
negative221,0.7289022836571992,0.855,0.8104564168385607,0.5411471321695761,0.5109494163411877
negative222,0.10050018209920562,0.0,0.09861332916698246,0.2048530097993467,0.47473905052491605
negative223,0.15597590760240723,0.02,0.19297554833468708,0.2048530097993467,0.4791143245669291
negative224,0.17376849381284606,0.0,0.20805280222454184,0.2048530097993467,0.48255304957131734
negative225,0.2556939726879683,0.44,0.32603057739649294,0.2048530097993467,0.487235265905777
negative226,0.1566118796828394,0.21,0.16229035914192852,0.2048530097993467,0.4824371371319875
negative227,0.7560787556370866,0.81,0.7985320530676195,0.4533333333333333,0.523878590039752
negative228,0.26360095803038613,0.12,0.1745105311279327,0.2048530097993467,0.48163244290513924
negative229,0.15489323020685733,0.02,0.142197398444676,0.2048530097993467,0.47883978378274816
negative230,0.5946517703973646,0.16,0.3875340564189518,0.2048530097993467,0.4862937786838755
negative231,0.36832333391921457,0.1,0.31873239965357864,0.2048530097993467,0.500280597751341
negative232,0.12837370338922563,0.01,0.1244331721434558,0.2048530097993467,0.480738390064989
negative233,0.20545371907164098,0.3,0.208463603477275,0.2048530097993467,0.4822262642620722
negative234,0.48600599960807706,0.585,0.6269615399553268,0.5411471321695761,0.5073427956999963
negative235,0.14703862971882606,0.16,0.14007088986558244,0.2048530097993467,0.4734357591447303
negative236,0.26776101421399223,0.29,0.18110245171198536,0.5411471321695761,0.4599226704317447
negative237,0.1705118461834471,0.17,0.1489827294422165,0.2048530097993467,0.47700680541598994
negative238,0.1221575121998303,0.0,0.10505516653699454,0.2048530097993467,0.47648561048341753
negative239,0.3623548896465274,0.0,0.2830968809049159,0.5411471321695761,0.49533044973787743
negative240,0.0789816632422996,0.04,0.0652401523728913,0.2048530097993467,0.47553373727607395
negative241,0.12414353284060733,0.01,0.09544972077102917,0.2048530097993467,0.4773280343077437
negative242,0.36866044349754723,0.6,0.3488812552048013,0.2048530097993467,0.4854164287587614
negative243,0.17492531055901928,0.25,0.1215014465787363,0.2048530097993467,0.47656950389642183
negative244,0.8105819577680651,0.54,0.7824116340384356,0.5411471321695761,0.511454967506379
negative245,0.09279464314353644,0.17,0.09194215673371274,0.2048530097993467,0.4735695228083321
negative246,0.11369066883711311,0.05,0.12719845353601908,0.2048530097993467,0.47369087343247723
negative247,0.11781451090573758,0.16,0.16730741684604541,0.2048530097993467,0.4787803743198962
negative248,0.16858692368522255,0.0,0.18747485811872822,0.2048530097993467,0.481742689353241
negative249,0.07781606390232217,0.0,0.07981690542916031,0.2048530097993467,0.474608128997759
negative250,0.6903102646977416,0.53,0.628922284880972,0.7759562841530054,0.5060492270767399
negative251,0.09324753425213761,0.0,0.10498962590832182,0.5411471321695761,0.48520728812250863
negative252,0.18558089563882074,0.18,0.14182312764631702,0.2048530097993467,0.4804744553304925
positive1,0.806887482574739,1.0,0.7303147227946428,0.5411471321695761,0.5091818328553995
positive2,0.7733413806532474,0.65,0.7804564547681027,0.7544642857142857,0.5123157207519025
positive3,0.6876197040021846,0.93,0.6393612292989648,0.5411471321695761,0.5075564132900139
positive4,0.46776716547257446,0.74,0.478190921925157,0.5411471321695761,0.5003455076332246
positive5,0.9077228242441742,0.99,0.8984699366829755,0.7544642857142857,0.5123065296050795
positive6,0.9164647613374388,0.65,0.7588050625399851,0.7544642857142857,0.5098665643236489
positive7,0.6915051199694693,1.0,0.7636065088146249,0.5411471321695761,0.5075398384268759
positive8,0.5899812495104416,0.98,0.8230585492936731,0.4533333333333333,0.49372021575356523
positive9,0.7144672316786542,1.0,0.7575925453300133,0.5411471321695761,0.5001985237658758
positive10,0.6061733895638468,0.67,0.5861753241020702,0.7759562841530054,0.5029845457854796
positive11,0.51390629610479,0.93,0.5005121187305056,0.5411471321695761,0.5018413870755375
positive12,0.8137426068236321,0.98,0.890287446239332,0.8044444444444444,0.513982081832723
positive13,0.15841325261057257,0.29,0.18621562413612247,0.2048530097993467,0.47941964691066663
positive14,0.25470121867143974,1.0,0.2179015359783161,0.2048530097993467,0.47646869002863246
positive15,0.8288970110020636,1.0,0.8066553919968529,0.8044444444444444,0.5099195088499923
positive16,0.5411449672605732,1.0,0.5992675086683859,0.38636363636363635,0.4825306613249992
positive17,0.6785367033520889,1.0,0.6163534398304553,0.8044444444444444,0.5117296266290858
positive18,0.6437204645930655,0.93,0.6807054861952634,0.5411471321695761,0.5019791036575478
positive19,0.7889994897263807,0.96,0.7535881144070072,0.7759562841530054,0.5074143589421253
positive20,0.2876202090165925,0.36,0.29461093494248464,0.38636363636363635,0.4894680168806363
positive21,0.15297863412537507,0.2,0.19756252162312715,0.2048530097993467,0.4800393680168339
positive22,0.7754516198251095,1.0,0.7423551870608456,0.7759562841530054,0.5018644941028693
positive23,0.36645490129340336,0.74,0.33165494856767386,0.2048530097993467,0.4805800020202321
positive24,0.5197504675734942,0.89,0.6092646263721093,0.5411471321695761,0.5051205293465227
positive25,0.8825426439847647,0.94,0.8784499075374695,0.7544642857142857,0.510405015548919
positive26,0.4773266624263545,0.82,0.48135457693860456,0.5411471321695761,0.5004908567794953
positive27,0.6370490135181635,0.64,0.5793435411987294,0.7759562841530054,0.512272087511908
positive28,0.5671402697655478,0.58,0.5609797099143298,0.4533333333333333,0.5197181277106613
positive29,0.8841703773366631,0.68,0.8732491466597009,0.7544642857142857,0.510336376986246
positive30,0.6419857278910558,0.97,0.6948786872694049,0.2048530097993467,0.4948263318063463
positive31,0.6358443881718983,1.0,0.6658398933612533,0.5411471321695761,0.5059108636101923
positive32,0.8740073387511249,0.83,0.8660578868434228,0.7544642857142857,0.5094807896222442
positive33,0.7837325689939261,0.89,0.6723254942005419,0.7544642857142857,0.5019971609148289
positive34,0.887685911073824,1.0,0.9679592388915952,0.7544642857142857,0.5195327543132403
positive35,0.5131614874076208,0.48,0.6084280317675208,0.5411471321695761,0.5062773457155695
positive36,0.9044927431852355,0.83,0.8848309955900515,0.8044444444444444,0.5174030281240898
positive37,0.36764874333205755,0.78,0.49345219478049707,0.2048530097993467,0.4827431044343639
positive38,0.2951697111834399,0.48,0.46698317002699197,0.2048530097993467,0.49160566709176623
positive39,0.7200773892239162,0.72,0.7431499317086879,0.7759562841530054,0.5048342975526073
positive40,0.6119571554378732,1.0,0.7040667229793558,0.7759562841530054,0.49593534499877695
positive41,0.7152215559590434,0.79,0.8740477853271218,0.7544642857142857,0.5196142290523859
positive42,0.8606371042095129,0.68,0.8186865044061726,0.7544642857142857,0.5123951564569605
positive43,0.4799359124642,0.85,0.5108400065828079,0.2048530097993467,0.48136235534187916
positive44,0.7771343449333011,0.98,0.77742618587621,0.5411471321695761,0.505596398229949
positive45,0.1294285637941115,0.24,0.13044865096375197,0.2048530097993467,0.4851841230037564
positive46,0.8735120638512177,0.97,0.8974446130101219,0.8044444444444444,0.5184577632212182
positive47,0.25006984577564356,0.91,0.4317760035729564,0.2048530097993467,0.475837031418168
positive48,0.23763649967463113,1.0,0.22087145554098517,0.2048530097993467,0.47879224596742925
positive49,0.32091010989252233,0.27,0.20845300369845154,0.2048530097993467,0.4811810760594731
positive50,0.6059412570941738,0.76,0.5308988894619614,0.5411471321695761,0.5047605529960257
positive51,0.5606297241594894,0.9,0.5299241767680576,0.5411471321695761,0.5006451774833932
positive52,0.48123388525023625,0.94,0.562160157729731,0.2048530097993467,0.48551180449145115
positive53,0.2801228803632375,0.72,0.46387989844850974,0.2048530097993467,0.4747984609341488
positive54,0.5982755315076886,0.74,0.8875296985111986,0.4533333333333333,0.5123260597509046
positive55,0.9170319287797692,1.0,0.9111185146901811,0.7544642857142857,0.5105434027824651
positive56,0.30523214799554704,1.0,0.3822563830426569,0.2048530097993467,0.47588516598727987
positive57,0.8639066643351048,0.99,0.8613947962169255,0.5411471321695761,0.5161757278544912
positive58,0.8484903665086365,0.71,0.6911949254789997,0.7759562841530054,0.5040134499557426
positive59,0.5075860045310847,0.405,0.3755916707235418,0.5411471321695761,0.5080591807641776
positive60,0.8036654226002545,0.77,0.7720450859255752,0.5411471321695761,0.5070629846780214
positive61,0.7567306988711621,0.66,0.6497933019745028,0.7544642857142857,0.5094857722529131
positive62,0.28925079529602177,0.47,0.2731454892232523,0.2048530097993467,0.48784470122379825
positive63,0.7822160308173278,1.0,0.7748587787909883,0.7759562841530054,0.5123596696220982
positive64,0.8228996414690739,0.52,0.7286840351514872,0.38636363636363635,0.4938988220947106
positive65,0.8797431123894565,1.0,0.8769225522610766,0.8044444444444444,0.5103572683063169
positive66,0.745020913515105,0.97,0.7303507522766876,0.5411471321695761,0.503581941749819
